Data,Inflação - IPCA - (% a.a.) - Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC) - PRECOS_IPCAG,
1980,99.2504889542286,
1981,95.6230442372937,
1982,104.790433277431,
1983,164.01202400196,
1984,215.263325738616,
1985,242.229795207366,
1986,79.6644968645082,
1987,363.411523705732,
1988,980.213487131888,
1989,1972.91162333472,
1990,1620.96646812495,
1991,472.6999999996,
1992,1119.10075082943,
1993,2477.14712129698,
1994,916.46,
1995,22.4081616590914,
1996,9.56495181758998,
1997,5.22431853525425,
1998,1.65497817994227,
1999,8.93978878068851,
2000,5.97459334239816,
2001,7.67343641407332,
2002,12.5302733566877,
2003,9.30051280040003,
2004,7.59949584882642,
2005,5.68922681873509,
2006,3.14151613157687,
2007,4.45765855337372,
2008,5.90272439065465,
2009,4.31165006256784,
2010,5.90868872179453,
2011,6.50335274368017,
2012,5.83859471814745,
2013,5.910683,
2014,6.407470796,
2015,10.67302813,
